ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Income_Binned,Cluster_DBSCAN,PCA_Cluster_DBSCAN,Cluster_KMeans,MntTotal
8346,1974,2,4,32233.0,1,0,2012-08-19,26,138.0,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,1,-1,0,0,12
1676,1975,2,3,43057.0,0,1,2013-10-30,30,213.0,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,15
9286,1960,3,5,83151.0,0,0,2012-10-10,93,407.0,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
2426,1964,4,2,78825.0,0,0,2012-09-14,35,483.0,74,114,12,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,1,-1,0,1,29
5172,1976,3,5,65104.0,0,1,2013-11-14,4,738.0,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
5562,1974,2,3,60093.0,0,1,2013-06-26,92,502.0,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
3436,1969,2,3,14045.0,1,0,2014-01-26,24,11.0,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
3921,1952,2,6,28457.0,0,0,2012-10-28,96,24.0,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,10
3403,1958,4,5,78952.0,0,1,2012-09-24,11,1170.0,19,67,99,76,24,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
22,1976,2,2,46310.0,1,0,2012-12-03,99,185.0,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,14
10965,1955,2,5,76005.0,0,0,2013-02-22,72,983.0,20,389,12,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,1,-1,0,1,22
9426,1964,3,4,58308.0,0,1,2013-01-12,77,691.0,0,69,10,0,24,4,2,6,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,15
6605,1944,4,2,55614.0,0,0,2013-11-27,85,504.0,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,1,-1,0,1,20
3136,1962,3,2,59432.0,0,1,2013-04-13,88,317.0,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,22
8737,1978,2,2,55563.0,0,1,2014-04-05,22,29.0,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
11088,1971,4,5,78642.0,0,1,2013-04-21,83,173.5,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,18
716,1949,4,5,67911.0,0,1,2014-05-22,63,529.0,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,27
466,1944,2,3,65275.0,0,0,2013-04-03,9,388.0,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
9135,1950,2,5,27203.0,1,1,2012-08-06,92,13.0,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
10623,1961,3,5,48330.0,0,1,2013-11-15,2,28.0,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
8151,1990,1,3,24279.0,0,0,2012-12-29,6,16.0,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
5140,1985,4,3,64355.0,1,0,2012-08-24,66,1047.0,0,140,67,38,24,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
10160,1956,3,5,50943.0,0,1,2013-06-21,49,31.0,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
4945,1953,2,6,53653.0,0,0,2012-11-07,29,815.0,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,28
10584,1976,2,3,65665.0,0,1,2013-12-02,77,225.0,8,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,24
6071,1989,2,4,81217.0,0,0,2013-07-19,77,493.0,70,324,12,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,22
3386,1992,2,3,34935.0,0,0,2013-06-21,71,34.0,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
8939,1959,2,2,61250.0,0,1,2012-12-16,49,382.0,8,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,25
9925,1981,4,5,39665.0,1,0,2013-05-25,97,127.0,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1,-1,0,0,12
4320,1979,2,4,60152.0,0,1,2013-03-28,6,325.0,8,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,23
5389,1964,2,3,48920.0,0,2,2013-10-20,93,238.0,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,1,-1,0,0,16
6036,1959,3,5,89120.0,0,0,2014-03-17,78,1168.0,8,408,72,8,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,1,-1,0,1,19
182,1946,4,5,44124.0,0,1,2013-05-11,62,284.0,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,17
203,1975,3,4,81169.0,0,0,2013-04-14,47,173.5,20,67,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,22
11025,1961,2,3,36443.0,1,1,2013-02-03,9,65.0,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
10203,1990,2,4,26095.0,1,0,2013-06-30,77,11.0,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
4607,1959,2,5,71367.0,0,0,2013-08-23,24,227.0,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
3711,1944,3,3,80184.0,0,0,2014-03-01,19,1035.0,8,67,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,1,-1,0,1,20
3696,1965,2,2,30630.0,1,1,2014-01-27,67,27.0,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
2532,1987,3,4,73454.0,0,0,2014-03-01,95,982.0,73,351,56,14,24,1,2,4,6,5,1,0,0,0,0,0,3,11,0,1,-1,0,1,13
9214,1991,2,3,42691.0,0,0,2013-08-16,48,179.0,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,13
4943,1953,2,3,70503.0,0,0,2012-09-30,73,173.5,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,1,-1,0,1,16
35,1987,2,3,25545.0,1,0,2012-09-08,35,32.0,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,1,-1,0,0,10
2258,1986,2,3,32880.0,1,0,2012-12-04,76,8.0,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
4322,1958,4,5,77863.0,0,0,2013-11-27,20,881.0,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
713,1977,3,3,50353.0,0,0,2014-06-08,72,141.0,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,15
4702,1964,2,4,61839.0,0,0,2012-08-12,20,1000.0,8,379,12,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
3281,1960,4,3,49154.0,1,1,2013-11-03,69,206.0,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,19
702,1975,2,6,47682.0,0,1,2013-02-15,80,162.0,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
2004,1969,2,4,72679.0,0,1,2013-09-18,65,619.0,54,260,12,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
4769,1977,3,5,57954.0,1,1,2014-06-18,52,456.0,4,24,0,0,9,2,8,2,6,7,0,1,0,0,0,0,3,11,0,1,-1,0,0,18
4437,1962,2,3,65316.0,1,1,2013-04-24,65,112.0,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
8724,1982,2,4,28567.0,1,0,2013-06-17,57,11.0,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
10741,1951,3,5,47352.0,0,1,2013-04-11,70,172.0,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,16
1991,1967,2,5,44931.0,0,1,2014-01-18,0,78.0,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
6931,1967,2,2,76982.0,0,0,2014-02-15,19,464.0,8,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,1,-1,0,1,16
11096,1952,2,5,57247.0,0,1,2013-08-08,50,99.0,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,12
304,1981,3,4,22944.0,1,0,2013-12-23,67,19.0,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
3665,1977,2,5,25315.0,1,0,2013-11-07,46,1.0,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
10591,1969,2,6,43638.0,0,1,2012-08-06,37,63.0,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
5036,1984,4,4,42710.0,1,0,2012-11-28,38,252.0,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,14
5547,1982,4,3,84169.0,0,0,2013-08-07,9,173.5,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,1,-1,0,1,20
7822,1976,2,5,54058.0,0,1,2013-06-04,56,198.0,18,252,32,8,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
8541,1990,2,3,24683.0,1,0,2014-03-08,98,8.0,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
10955,1964,2,6,85620.0,0,0,2014-01-07,68,416.0,46,67,60,8,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,1,-1,0,1,14
4368,1980,2,3,47850.0,1,0,2013-12-03,72,42.0,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
9671,1968,2,3,19514.0,1,1,2014-01-26,47,14.0,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,1,-1,0,0,10
2256,1973,3,3,27159.0,1,1,2014-03-29,33,17.0,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
4279,1963,2,4,39548.0,1,1,2014-03-31,87,15.0,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
5371,1989,2,4,21474.0,1,0,2014-04-08,0,6.0,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,1,-1,0,0,8
9240,1971,4,4,60504.0,0,1,2014-02-07,73,458.0,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,18
9460,1963,2,3,22419.0,0,0,2013-04-18,74,30.0,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
9504,1949,3,3,81698.0,0,0,2013-11-06,4,179.0,28,520,111,8,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,1,-1,0,1,25
8692,1952,2,5,43462.0,1,1,2012-09-12,50,90.0,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,16
448,1978,4,4,54880.0,1,0,2013-03-01,57,308.0,8,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
8314,1982,2,3,79908.0,0,0,2013-04-05,30,557.0,8,67,29,8,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1,-1,0,1,19
8420,1970,2,3,15315.0,0,0,2013-08-03,27,7.0,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
3174,1959,2,5,87771.0,0,1,2013-05-22,61,173.5,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1,-1,0,1,20
7685,1978,2,3,33039.0,1,0,2013-09-09,4,30.0,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
3179,1980,2,4,81741.0,0,0,2013-06-16,75,249.0,8,67,58,8,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
9780,1971,3,5,71499.0,0,1,2013-06-25,12,465.0,25,132,12,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,26
10681,1970,2,3,62466.0,0,1,2014-01-15,13,129.0,8,259,12,8,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,26
10232,1963,4,2,48799.0,0,1,2013-11-05,9,174.0,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,15
4184,1950,4,5,52157.0,0,1,2014-06-07,48,189.0,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
9120,1962,2,4,66565.0,0,1,2012-12-05,80,747.0,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
891,1951,3,5,29298.0,1,1,2013-09-07,60,6.0,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
10381,1979,2,4,47691.0,0,1,2013-07-05,43,14.0,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
3525,1970,2,5,38200.0,1,1,2012-12-07,19,12.0,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
6818,1974,2,3,44989.0,0,1,2012-09-12,26,98.0,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,16
3526,1968,4,3,38443.0,1,1,2014-01-27,58,32.0,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
8181,1978,2,4,38593.0,1,0,2013-09-13,42,51.0,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
1029,1970,4,5,64413.0,0,1,2013-08-01,27,200.0,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
7369,1981,3,3,36959.0,1,0,2013-10-02,56,25.0,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
2574,1977,4,3,61996.0,0,1,2013-01-31,27,1050.0,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1,-1,0,1,21
8159,1968,2,3,51287.0,1,1,2014-04-01,10,117.0,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
1160,1970,2,3,13260.0,1,1,2013-08-23,48,9.0,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,10
10242,1966,4,5,47472.0,1,1,2013-09-16,39,56.0,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
5253,1956,3,5,54603.0,1,1,2013-07-09,85,145.0,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,16
5966,1974,4,3,45207.0,1,1,2012-11-10,64,203.0,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,1,-1,0,0,15
5314,1951,2,5,40689.0,0,1,2013-03-18,69,270.0,3,27,39,6,99,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,15
5081,1967,2,5,47821.0,1,1,2013-10-20,54,9.0,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
5123,1951,3,3,27450.0,0,0,2013-04-15,57,37.0,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
5756,1983,2,5,39453.0,1,0,2014-04-03,64,46.0,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
8036,1971,2,5,26850.0,1,1,2014-04-18,10,31.0,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
9058,1955,2,6,79800.0,0,0,2012-09-23,65,1060.0,21,530,32,0,24,1,5,2,5,3,1,0,1,1,0,0,3,11,1,1,-1,0,1,13
5057,1961,3,3,61794.0,0,1,2013-09-14,74,264.0,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
254,1955,2,5,53863.0,0,1,2014-05-17,4,399.0,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1,-1,0,0,18
4179,1959,2,5,24221.0,0,0,2013-08-20,94,8.0,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
3710,1984,4,4,39684.0,1,0,2012-10-12,41,19.0,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1,-1,0,0,7
7627,1975,3,3,92163.0,0,0,2012-12-12,25,817.0,8,67,106,8,20,0,5,2,5,2,0,0,1,1,0,0,3,11,1,1,-1,0,1,12
4501,1965,3,4,69882.0,0,0,2013-11-10,94,292.0,8,67,12,8,24,1,3,7,9,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
6424,1977,2,5,33178.0,1,0,2014-01-30,9,12.0,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
3075,1972,4,3,59973.0,0,0,2013-09-11,47,130.0,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,15
4992,1975,3,5,17459.0,1,0,2013-09-19,12,6.0,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,1,-1,0,0,9
5252,1969,2,2,23910.0,1,0,2012-10-26,80,16.0,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
7444,1969,3,3,42169.0,1,1,2013-10-19,20,19.0,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
6919,1978,2,3,26224.0,1,0,2013-06-04,39,4.0,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
3537,1981,2,5,31089.0,1,0,2012-08-17,57,31.0,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,10
10277,1961,2,4,30081.0,0,1,2013-02-21,27,36.0,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
2453,1960,2,5,62807.0,0,1,2012-08-31,83,526.0,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,23
7972,1955,2,4,72906.0,0,0,2013-09-17,79,400.0,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
895,1948,4,3,61467.0,0,2,2012-12-09,69,410.0,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
1177,1966,3,5,49618.0,1,1,2013-01-26,77,80.0,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
7141,1986,3,4,21888.0,1,0,2012-12-29,15,88.0,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,1,-1,0,0,12
7232,1973,2,6,42429.0,0,1,2014-02-11,99,55.0,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
8477,1956,2,2,26150.0,2,1,2013-03-11,61,5.0,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
2457,1975,1,3,30801.0,0,1,2012-10-26,23,8.0,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
988,1965,2,3,81168.0,0,0,2014-05-07,84,410.0,0,67,12,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,1,-1,0,1,18
7930,1969,3,4,26877.0,0,0,2013-08-19,74,101.0,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
4587,1944,3,6,45006.0,0,0,2013-07-18,90,162.0,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
6682,1973,1,3,18978.0,1,0,2012-12-11,41,2.0,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
6222,1967,2,3,22574.0,2,1,2013-10-28,28,25.0,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
10299,1969,4,4,48240.0,0,0,2012-11-09,73,389.0,8,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,1,-1,0,1,25
3083,1974,2,3,45837.0,1,1,2013-07-26,88,215.0,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,18
8953,1965,3,4,35791.0,2,1,2013-05-06,94,27.0,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
1503,1976,4,5,51741.5,1,1,2013-06-03,31,85.0,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,1,-1,0,0,1
8650,1978,2,6,54162.0,1,1,2013-03-18,31,5.0,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
10862,1960,3,3,30522.0,0,1,2012-08-17,6,179.0,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1,-1,0,0,17
2782,1961,4,3,54456.0,0,1,2013-07-11,23,352.0,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,17
6941,1971,2,4,31632.0,0,0,2013-07-14,92,17.0,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
10972,1949,2,6,72298.0,0,0,2014-03-10,52,625.0,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,1,-1,0,1,14
10708,1978,2,4,36975.0,1,0,2013-12-28,50,10.0,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
6583,1955,2,3,72635.0,0,0,2013-06-03,54,390.0,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,1,-1,0,1,21
3641,1976,2,3,13624.0,1,0,2013-01-20,93,10.0,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
10156,1975,2,4,84196.0,0,1,2013-06-03,56,215.0,63,507,12,31,24,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
4299,1960,2,5,70971.0,0,1,2012-09-21,28,1001.0,17,67,93,8,17,2,11,2,5,7,0,0,0,0,0,0,3,11,1,1,-1,0,1,20
3469,1977,4,2,34487.0,1,1,2012-09-06,94,19.0,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
5063,1977,2,4,28769.0,1,0,2012-12-18,76,41.0,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
10727,1970,4,3,69084.0,1,0,2013-11-19,43,1181.0,8,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1,-1,0,1,25
9624,1958,4,5,65488.0,0,0,2014-06-13,46,603.0,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,14
5156,1970,2,3,62466.0,0,1,2014-01-15,13,129.0,8,259,12,8,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,26
4376,1960,2,4,32218.0,0,0,2014-02-15,27,10.0,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,1,-1,0,0,7
8923,1973,2,4,83917.0,0,0,2013-04-18,12,514.0,22,67,42,8,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,1,-1,0,1,21
8461,1962,2,2,46102.0,2,1,2014-03-10,3,14.0,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
6945,1952,2,4,84574.0,0,0,2013-06-04,72,387.0,20,67,38,54,24,1,9,2,11,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,23
944,1962,2,3,56181.0,0,1,2013-01-08,6,121.0,8,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,14
1907,1950,3,2,63120.0,0,1,2012-09-28,53,965.0,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1,-1,0,1,26
701,1971,2,3,73691.0,0,1,2013-11-06,58,707.0,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1,-1,0,1,18
3856,1960,2,5,63381.0,0,1,2012-10-05,78,571.0,50,142,33,50,24,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,26
4149,1948,4,5,76140.0,0,0,2014-05-13,57,586.0,66,67,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
2131,1959,4,2,62859.0,0,1,2012-12-30,37,1063.0,8,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,23
2942,1964,2,4,45906.0,0,1,2013-05-07,20,305.0,3,27,4,3,24,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1,-1,0,0,15
1173,1947,3,5,77632.0,0,0,2013-03-10,73,1200.0,8,67,0,42,24,1,4,2,6,2,0,1,1,0,0,0,3,11,1,1,-1,0,1,13
4381,1971,4,3,46463.0,1,1,2013-08-18,56,163.0,2,40,8,11,11,2,3,1,6,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
4611,1970,2,5,105471.0,0,0,2013-01-21,36,1009.0,8,104,12,21,24,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1,-1,0,1,30
3376,1970,3,2,55282.0,1,0,2013-12-13,9,125.0,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
4679,1977,3,3,78710.0,0,1,2014-05-23,42,721.0,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,28
10928,1958,2,5,66886.0,0,1,2013-09-16,28,315.0,4,62,41,31,24,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
4248,1960,3,4,98777.0,0,0,2014-02-17,23,1000.0,19,67,12,8,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,1,-1,0,1,19
